RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Wed Sep 18 14:51:49 2019
elapsed time: 3e-08s
Source: /app/node0/item-22001 | Message ID: 1 | Time generated: 0.100000 | Time sentFromSrcR: 1.156800 | Time receivedFromSrcR: 1.156853 |End 
Source: /app/node1/item-22001 | Message ID: 1 | Time generated: 0.100000 | Time sentFromSrcR: 1.156800 | Time receivedFromSrcR: 1.156855 |End 
Source: /app/node3/item-22001 | Message ID: 1 | Time generated: 0.100000 | Time sentFromSrcR: 1.156837 | Time receivedFromSrcR: 1.156893 |End 
Source: /app/node0/item-22002 | Message ID: 2 | Time generated: 1.100000 | Time sentFromSrcR: 1.170640 | Time receivedFromSrcR: 1.170693 |End 
Source: /app/node1/item-22002 | Message ID: 2 | Time generated: 1.100000 | Time sentFromSrcR: 1.170640 | Time receivedFromSrcR: 1.170695 |End 
Source: /app/node3/item-22002 | Message ID: 2 | Time generated: 1.100000 | Time sentFromSrcR: 1.170677 | Time receivedFromSrcR: 1.170733 |End 
Source: /app/node0/item-22003 | Message ID: 3 | Time generated: 2.100000 | Time sentFromSrcR: 2.256800 | Time receivedFromSrcR: 2.256853 |End 
Source: /app/node1/item-22003 | Message ID: 3 | Time generated: 2.100000 | Time sentFromSrcR: 2.256800 | Time receivedFromSrcR: 2.256855 |End 
Source: /app/node3/item-22003 | Message ID: 3 | Time generated: 2.100000 | Time sentFromSrcR: 2.256837 | Time receivedFromSrcR: 2.256892 |End 
Source: /app/node0/item-22004 | Message ID: 4 | Time generated: 3.100000 | Time sentFromSrcR: 3.356800 | Time receivedFromSrcR: 3.356854 |End 
Source: /app/node1/item-22004 | Message ID: 4 | Time generated: 3.100000 | Time sentFromSrcR: 3.356800 | Time receivedFromSrcR: 3.356855 |End 
Source: /app/node3/item-22004 | Message ID: 4 | Time generated: 3.100000 | Time sentFromSrcR: 3.356837 | Time receivedFromSrcR: 3.356893 |End 
Source: /app/node1/item-22005 | Message ID: 5 | Time generated: 4.100000 | Time sentFromSrcR: 4.456800 | Time receivedFromSrcR: 4.456855 |End 
Source: /app/node0/item-22005 | Message ID: 5 | Time generated: 4.100000 | Time sentFromSrcR: 4.456800 | Time receivedFromSrcR: 4.456856 |End 
Source: /app/node3/item-22005 | Message ID: 5 | Time generated: 4.100000 | Time sentFromSrcR: 4.456838 | Time receivedFromSrcR: 4.456894 |End 
Source: /app/node1/item-22006 | Message ID: 6 | Time generated: 5.100000 | Time sentFromSrcR: 5.556800 | Time receivedFromSrcR: 5.556855 |End 
Source: /app/node0/item-22006 | Message ID: 6 | Time generated: 5.100000 | Time sentFromSrcR: 5.556800 | Time receivedFromSrcR: 5.556859 |End 
Source: /app/node3/item-22006 | Message ID: 6 | Time generated: 5.100000 | Time sentFromSrcR: 5.556839 | Time receivedFromSrcR: 5.556894 |End 
Source: /app/node1/item-22007 | Message ID: 7 | Time generated: 6.100000 | Time sentFromSrcR: 6.656800 | Time receivedFromSrcR: 6.656855 |End 
Source: /app/node0/item-22007 | Message ID: 7 | Time generated: 6.100000 | Time sentFromSrcR: 6.656800 | Time receivedFromSrcR: 6.656863 |End 
Source: /app/node3/item-22007 | Message ID: 7 | Time generated: 6.100000 | Time sentFromSrcR: 6.656839 | Time receivedFromSrcR: 6.656894 |End 
Source: /app/node1/item-22008 | Message ID: 8 | Time generated: 7.100000 | Time sentFromSrcR: 7.206800 | Time receivedFromSrcR: 7.206855 |End 
Source: /app/node0/item-22008 | Message ID: 8 | Time generated: 7.100000 | Time sentFromSrcR: 7.206800 | Time receivedFromSrcR: 7.206865 |End 
Source: /app/node3/item-22008 | Message ID: 8 | Time generated: 7.100000 | Time sentFromSrcR: 7.206839 | Time receivedFromSrcR: 7.206894 |End 
Source: /app/node1/item-22009 | Message ID: 9 | Time generated: 8.100000 | Time sentFromSrcR: 8.306800 | Time receivedFromSrcR: 8.306855 |End 
Source: /app/node0/item-22009 | Message ID: 9 | Time generated: 8.100000 | Time sentFromSrcR: 8.306800 | Time receivedFromSrcR: 8.306871 |End 
Source: /app/node3/item-22009 | Message ID: 9 | Time generated: 8.100000 | Time sentFromSrcR: 8.306839 | Time receivedFromSrcR: 8.306894 |End 
Source: /app/node1/item-22010 | Message ID: 10 | Time generated: 9.100000 | Time sentFromSrcR: 9.406800 | Time receivedFromSrcR: 9.406855 |End 
Source: /app/node0/item-22010 | Message ID: 10 | Time generated: 9.100000 | Time sentFromSrcR: 9.406800 | Time receivedFromSrcR: 9.406877 |End 
Source: /app/node3/item-22010 | Message ID: 10 | Time generated: 9.100000 | Time sentFromSrcR: 9.406839 | Time receivedFromSrcR: 9.406894 |End 
Source: /app/node1/item-22011 | Message ID: 11 | Time generated: 10.100000 | Time sentFromSrcR: 10.506800 | Time receivedFromSrcR: 10.506855 |End 
Source: /app/node0/item-22011 | Message ID: 11 | Time generated: 10.100000 | Time sentFromSrcR: 10.506800 | Time receivedFromSrcR: 10.506885 |End 
Source: /app/node3/item-22011 | Message ID: 11 | Time generated: 10.100000 | Time sentFromSrcR: 10.506839 | Time receivedFromSrcR: 10.506894 |End 
Source: /app/node1/item-22012 | Message ID: 12 | Time generated: 11.100000 | Time sentFromSrcR: 11.606800 | Time receivedFromSrcR: 11.606855 |End 
Source: /app/node3/item-22012 | Message ID: 12 | Time generated: 11.100000 | Time sentFromSrcR: 11.606839 | Time receivedFromSrcR: 11.606894 |End 
